Event Name,area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
,Bradford - City Centre,daily,25/10/2020,38376.24,38376.24,29885.30584,29885.30584,8490.934159,8490.934159,
,Bradford - City Centre,daily,26/10/2020,48011.26,48011.26,37388.5297,37388.5297,10622.7303,10622.7303,
,Bradford - City Centre,daily,26/10/2020,28348.06,28348.06,22439.53444,22439.53444,5908.525556,5908.525556,
,Bradford - City Centre,daily,27/10/2020,26629.86,26629.86,21079.4552,21079.4552,5550.404802,5550.404802,
,Bradford - City Centre,daily,28/10/2020,53562.15,53562.15,41711.25765,41711.25765,11850.89235,11850.89235,
,Bradford - City Centre,daily,29/10/2020,41343.04,41343.04,32195.68657,32195.68657,9147.353429,9147.353429,
,Bradford - City Centre,daily,30/10/2020,23417.32,23417.32,18236.12137,18236.12137,5181.198635,5181.198635,
,Bradford - City Centre,daily,31/10/2020,41171.34,41171.34,32061.97605,32061.97605,9109.36395,9109.36395,
,Bradford - City Centre,daily,01/11/2020,36967.76,36967.76,28788.45905,28788.45905,8179.300947,8179.300947,
,Bradford - City Centre,daily,01/11/2020,31401.64,31401.64,24856.66329,24856.66329,6544.976709,6544.976709,
,Bradford - City Centre,daily,02/11/2020,31691.11,31691.11,25085.79968,25085.79968,6605.310322,6605.310322,
,Bradford - City Centre,daily,02/11/2020,43657.35,43657.35,33997.94396,33997.94396,9659.406039,9659.406039,
,Bradford - City Centre,daily,03/11/2020,38983.76,38983.76,30358.40902,30358.40902,8625.350984,8625.350984,
,Bradford - City Centre,daily,04/11/2020,57284.08,57284.08,44609.69211,44609.69211,12674.38789,12674.38789,
,Bradford - City Centre,daily,05/11/2020,44408.75,44408.75,34583.09297,34583.09297,9825.65703,9825.65703,
,Bradford - City Centre,daily,06/11/2020,43161.58,43161.58,33611.86554,33611.86554,9549.714458,9549.714458,
,Bradford - City Centre,daily,07/11/2020,30716.67,30716.67,24314.46012,24314.46012,6402.209876,6402.209876,
,Bradford - City Centre,daily,08/11/2020,22489.32,22489.32,17801.9191,17801.9191,4687.4009,4687.4009,
,Bradford - City Centre,daily,09/11/2020,60717.06,60717.06,47283.10819,47283.10819,13433.95181,13433.95181,
,Bradford - City Centre,daily,09/11/2020,62226.77,62226.77,48458.78734,48458.78734,13767.98266,13767.98266,
,Bradford - City Centre,daily,10/11/2020,33512.8,33512.8,26097.92615,26097.92615,7414.873846,7414.873846,
,Bradford - City Centre,daily,11/11/2020,46411.87,46411.87,36143.0127,36143.0127,10268.8573,10268.8573,
,Bradford - City Centre,daily,12/11/2020,59662.14,59662.14,46461.59449,46461.59449,13200.54551,13200.54551,
,Bradford - City Centre,daily,13/11/2020,39910.91,39910.91,31592.36433,31592.36433,8318.545668,8318.545668,
,Bradford - City Centre,daily,14/11/2020,34330.27,34330.27,27174.8852,27174.8852,7155.3848,7155.3848,
,Bradford - City Centre,daily,15/11/2020,43811.72,43811.72,34118.15883,34118.15883,9693.56117,9693.56117,
,Bradford - City Centre,daily,16/11/2020,43297.2,43297.2,33717.47894,33717.47894,9579.721058,9579.721058,
,Bradford - City Centre,daily,16/11/2020,58676.85,58676.85,45694.30481,45694.30481,12982.54519,12982.54519,
,Bradford - City Centre,daily,17/11/2020,40450.58,40450.58,31500.68779,31500.68779,8949.892211,8949.892211,
,Bradford - City Centre,daily,18/11/2020,55155.96,55155.96,42952.42925,42952.42925,12203.53075,12203.53075,
,Bradford - City Centre,daily,19/11/2020,44064.45,44064.45,34880.19087,34880.19087,9184.259132,9184.259132,
,Bradford - City Centre,daily,20/11/2020,32013.1,32013.1,25340.67799,25340.67799,6672.42201,6672.42201,
,Bradford - City Centre,daily,21/11/2020,55124.26,55124.26,42927.74303,42927.74303,12196.51697,12196.51697,
,Bradford - City Centre,daily,22/11/2020,39164.62,39164.62,30499.25284,30499.25284,8665.367159,8665.367159,
,Bradford - City Centre,daily,23/11/2020,30638.2,30638.2,23859.34572,23859.34572,6778.854285,6778.854285,
,Bradford - City Centre,daily,23/11/2020,49848.24,49848.24,38819.06873,38819.06873,11029.17127,11029.17127,
,Bradford - City Centre,daily,24/11/2020,48733.52,48733.52,37950.98608,37950.98608,10782.53392,10782.53392,
,Bradford - City Centre,daily,25/11/2020,31699.23,31699.23,25092.22724,25092.22724,6607.002756,6607.002756,
,Bradford - City Centre,daily,26/11/2020,31625.65,31625.65,25033.98337,25033.98337,6591.666634,6591.666634,
,Bradford - City Centre,daily,27/11/2020,46638.52,46638.52,36319.51526,36319.51526,10319.00474,10319.00474,
,Bradford - City Centre,daily,28/11/2020,38876.95,38876.95,30275.23126,30275.23126,8601.718739,8601.718739,
,Bradford - City Centre,daily,29/11/2020,45436.27,45436.27,35383.26905,35383.26905,10053.00095,10053.00095,
,Bradford - City Centre,daily,30/11/2020,45524.57,45524.57,35452.03224,35452.03224,10072.53776,10072.53776,
,Bradford - City Centre,daily,30/11/2020,47593.32,47593.32,37063.061,37063.061,10530.259,10530.259,
,Bradford - City Centre,daily,01/12/2020,30515.53,30515.53,24155.2433,24155.2433,6360.286695,6360.286695,
,Bradford - City Centre,daily,01/12/2020,24474.66,24474.66,19373.45893,19373.45893,5101.201073,5101.201073,
,Bradford - City Centre,daily,02/12/2020,38497.19,38497.19,29979.49505,29979.49505,8517.694949,8517.694949,
,Bradford - City Centre,daily,03/12/2020,36100.55,36100.55,28113.12358,28113.12358,7987.426417,7987.426417,
,Bradford - City Centre,daily,04/12/2020,61983.78,61983.78,48269.56008,48269.56008,13714.21992,13714.21992,
,Bradford - City Centre,daily,05/12/2020,42685.25,42685.25,33240.92593,33240.92593,9444.324074,9444.324074,
,Bradford - City Centre,daily,06/12/2020,28583.34,28583.34,22259.13372,22259.13372,6324.206279,6324.206279,
,Bradford - City Centre,daily,07/12/2020,34569.22,34569.22,27364.03136,27364.03136,7205.188638,7205.188638,
,Bradford - City Centre,daily,07/12/2020,7214.44,7214.44,5710.749691,5710.749691,1503.690309,1503.690309,
,Bradford - City Centre,daily,08/12/2020,33185.04,33185.04,25842.68469,25842.68469,7342.355314,7342.355314,
,Bradford - City Centre,daily,09/12/2020,41740.01,41740.01,32504.82498,32504.82498,9235.185018,9235.185018,
,Bradford - City Centre,daily,10/12/2020,43298.71,43298.71,33718.65485,33718.65485,9580.055153,9580.055153,
,Bradford - City Centre,daily,11/12/2020,45154.79,45154.79,35164.06791,35164.06791,9990.722094,9990.722094,
,Bradford - City Centre,daily,12/12/2020,54114.36,54114.36,42141.28844,42141.28844,11973.07156,11973.07156,
,Bradford - City Centre,daily,13/12/2020,44045.88,44045.88,34865.49137,34865.49137,9180.388627,9180.388627,
,Bradford - City Centre,daily,14/12/2020,33049.78,33049.78,26161.28499,26161.28499,6888.495006,6888.495006,
,Bradford - City Centre,daily,14/12/2020,69662.64,69662.64,54249.43408,54249.43408,15413.20592,15413.20592,
,Bradford - City Centre,daily,15/12/2020,70503.6,70503.6,54904.32749,54904.32749,15599.27251,15599.27251,
,Bradford - City Centre,daily,16/12/2020,66384.35,66384.35,51696.48206,51696.48206,14687.86794,14687.86794,
,Bradford - City Centre,daily,17/12/2020,59123.32,59123.32,46041.9911,46041.9911,13081.3289,13081.3289,
,Bradford - City Centre,daily,18/12/2020,61372.54,61372.54,47793.55998,47793.55998,13578.98002,13578.98002,
,Bradford - City Centre,daily,19/12/2020,37575.27,37575.27,29743.53679,29743.53679,7831.733215,7831.733215,
,Bradford - City Centre,daily,20/12/2020,20118.89,20118.89,15925.55276,15925.55276,4193.337242,4193.337242,
,Bradford - City Centre,daily,21/12/2020,42437.7,42437.7,33048.1476,33048.1476,9389.552404,9389.552404,
,Bradford - City Centre,daily,21/12/2020,65090.69,65090.69,50689.05078,50689.05078,14401.63922,14401.63922,
,Bradford - City Centre,daily,22/12/2020,52446.94,52446.94,40842.79341,40842.79341,11604.14659,11604.14659,
,Bradford - City Centre,daily,23/12/2020,39553.52,39553.52,30802.10678,30802.10678,8751.41322,8751.41322,
,Bradford - City Centre,daily,24/12/2020,46351.98,46351.98,36096.37366,36096.37366,10255.60634,10255.60634,
,Bradford - City Centre,daily,25/12/2020,38650.5,38650.5,30594.65889,30594.65889,8055.841105,8055.841105,
,Bradford - City Centre,daily,26/12/2020,23623.64,23623.64,18699.81521,18699.81521,4923.824793,4923.824793,
,Bradford - City Centre,daily,27/12/2020,56266.29,56266.29,43817.09321,43817.09321,12449.19679,12449.19679,
,Bradford - City Centre,daily,28/12/2020,48095.49,48095.49,37454.12339,37454.12339,10641.36661,10641.36661,
,Bradford - City Centre,daily,28/12/2020,123700.43,123700.43,96331.09401,96331.09401,27369.33599,27369.33599,
,Bradford - City Centre,daily,29/12/2020,39625.3,39625.3,30858.0051,30858.0051,8767.294903,8767.294903,
,Bradford - City Centre,daily,30/12/2020,54604.02,54604.02,42522.60872,42522.60872,12081.41128,12081.41128,
,Bradford - City Centre,daily,31/12/2020,140367.71,140367.71,111111.1682,111111.1682,29256.54178,29256.54178,
,Bradford - City Centre,daily,01/01/2021,66019.2,66019.2,52258.95925,52258.95925,13760.24075,13760.24075,
,Bradford - City Centre,daily,01/01/2021,26280.03,26280.03,20465.44253,20465.44253,5814.587475,5814.587475,
,Bradford - City Centre,daily,02/01/2021,57567.49,57567.49,44830.39623,44830.39623,12737.09377,12737.09377,
,Bradford - City Centre,daily,03/01/2021,50225.59,50225.59,39112.92816,39112.92816,11112.66184,11112.66184,
,Bradford - City Centre,daily,04/01/2021,40981.83,40981.83,31914.39608,31914.39608,9067.433919,9067.433919,
,Bradford - City Centre,daily,04/01/2021,56283.07,56283.07,43830.16055,43830.16055,12452.90945,12452.90945,
,Bradford - City Centre,daily,05/01/2021,36657.05,36657.05,29016.69942,29016.69942,7640.350582,7640.350582,
,Bradford - City Centre,daily,06/01/2021,19746.03,19746.03,15630.40717,15630.40717,4115.622829,4115.622829,
,Bradford - City Centre,daily,07/01/2021,58312.25,58312.25,45410.37438,45410.37438,12901.87562,12901.87562,
,Bradford - City Centre,daily,08/01/2021,62016.67,62016.67,48295.17301,48295.17301,13721.49699,13721.49699,
,Bradford - City Centre,daily,09/01/2021,68371.14,68371.14,53243.68488,53243.68488,15127.45512,15127.45512,
,Bradford - City Centre,daily,10/01/2021,47366.08,47366.08,36886.09898,36886.09898,10479.98102,10479.98102,
,Bradford - City Centre,daily,11/01/2021,62453.23,62453.23,48635.14193,48635.14193,13818.08807,13818.08807,
,Bradford - City Centre,daily,11/01/2021,57370.27,57370.27,45412.70724,45412.70724,11957.56276,11957.56276,
,Bradford - City Centre,daily,12/01/2021,41469.58,41469.58,32826.16408,32826.16408,8643.415924,8643.415924,
,Bradford - City Centre,daily,13/01/2021,56791.88,56791.88,44226.39381,44226.39381,12565.48619,12565.48619,
,Bradford - City Centre,daily,14/01/2021,86490.48,86490.48,67354.0307,67354.0307,19136.4493,19136.4493,
,Bradford - City Centre,daily,15/01/2021,57890.58,57890.58,45082.00096,45082.00096,12808.57904,12808.57904,
,Bradford - City Centre,daily,16/01/2021,63176.8,63176.8,49198.61847,49198.61847,13978.18153,13978.18153,
,Bradford - City Centre,daily,17/01/2021,63304,63304,49297.67484,49297.67484,14006.32516,14006.32516,
,Bradford - City Centre,daily,18/01/2021,50690.84,50690.84,40125.45656,40125.45656,10565.38344,10565.38344,
,Bradford - City Centre,daily,18/01/2021,38272.96,38272.96,30295.80875,30295.80875,7977.15125,7977.15125,
,Bradford - City Centre,daily,19/01/2021,63862.62,63862.62,49732.69738,49732.69738,14129.92262,14129.92262,
,Bradford - City Centre,daily,20/01/2021,56875.01,56875.01,44291.13088,44291.13088,12583.87912,12583.87912,
,Bradford - City Centre,daily,21/01/2021,58875.53,58875.53,45849.02587,45849.02587,13026.50413,13026.50413,
,Bradford - City Centre,daily,22/01/2021,69761.11,69761.11,54326.1171,54326.1171,15434.9929,15434.9929,
,Bradford - City Centre,daily,23/01/2021,57662.47,57662.47,44904.36144,44904.36144,12758.10856,12758.10856,
,Bradford - City Centre,daily,24/01/2021,47577.44,47577.44,37660.97587,37660.97587,9916.464129,9916.464129,
,Bradford - City Centre,daily,25/01/2021,51242.36,51242.36,40562.02443,40562.02443,10680.33557,10680.33557,
,Bradford - City Centre,daily,25/01/2021,49569.29,49569.29,38601.8378,38601.8378,10967.4522,10967.4522,
,Bradford - City Centre,daily,26/01/2021,67562.01,67562.01,52613.57892,52613.57892,14948.43108,14948.43108,
,Bradford - City Centre,daily,27/01/2021,48623.56,48623.56,37865.35527,37865.35527,10758.20473,10758.20473,
,Bradford - City Centre,daily,28/01/2021,61173.93,61173.93,47638.89343,47638.89343,13535.03657,13535.03657,
,Bradford - City Centre,daily,29/01/2021,49413.55,49413.55,38480.55605,38480.55605,10932.99395,10932.99395,
,Bradford - City Centre,daily,30/01/2021,73659.47,73659.47,58306.7841,58306.7841,15352.6859,15352.6859,
,Bradford - City Centre,daily,31/01/2021,67907,67907,53753.28913,53753.28913,14153.71087,14153.71087,
,Bradford - City Centre,daily,01/02/2021,76278.98,76278.98,59401.87591,59401.87591,16877.10409,16877.10409,
,Bradford - City Centre,daily,01/02/2021,62161.44,62161.44,48407.91192,48407.91192,13753.52808,13753.52808,
,Bradford - City Centre,daily,01/02/2021,70755.57,70755.57,55100.54788,55100.54788,15655.02212,15655.02212,
,Bradford - City Centre,daily,02/02/2021,62688.55,62688.55,48818.39621,48818.39621,13870.15379,13870.15379,
,Bradford - City Centre,daily,03/02/2021,44357.05,44357.05,34542.83185,34542.83185,9814.218147,9814.218147,
,Bradford - City Centre,daily,04/02/2021,69815.58,69815.58,55264.06788,55264.06788,14551.51212,14551.51212,
,Bradford - City Centre,daily,05/02/2021,43601.43,43601.43,34513.67714,34513.67714,9087.752863,9087.752863,
,Bradford - City Centre,daily,06/02/2021,55424.13,55424.13,43161.2653,43161.2653,12262.8647,12262.8647,
,Bradford - City Centre,daily,07/02/2021,41303.58,41303.58,32164.95729,32164.95729,9138.622708,9138.622708,
,Bradford - City Centre,daily,08/02/2021,59678.25,59678.25,46474.14007,46474.14007,13204.10993,13204.10993,
,Bradford - City Centre,daily,08/02/2021,48354.71,48354.71,37655.98967,37655.98967,10698.72033,10698.72033,
,Bradford - City Centre,daily,09/02/2021,75169.29,75169.29,58537.71035,58537.71035,16631.57965,16631.57965,
,Bradford - City Centre,daily,10/02/2021,59683.86,59683.86,47244.08063,47244.08063,12439.77937,12439.77937,
,Bradford - City Centre,daily,11/02/2021,42986.55,42986.55,34026.95526,34026.95526,8959.594739,8959.594739,
,Bradford - City Centre,daily,12/02/2021,59848.83,59848.83,46606.9784,46606.9784,13241.8516,13241.8516,
,Bradford - City Centre,daily,13/02/2021,59403.76,59403.76,46260.38235,46260.38235,13143.37765,13143.37765,
,Bradford - City Centre,daily,14/02/2021,36413.28,36413.28,28356.66051,28356.66051,8056.619486,8056.619486,
,Bradford - City Centre,daily,15/02/2021,51585.62,51585.62,40172.04475,40172.04475,11413.57525,11413.57525,
,Bradford - City Centre,daily,15/02/2021,58156.01,58156.01,45288.70325,45288.70325,12867.30675,12867.30675,
,Bradford - City Centre,daily,16/02/2021,53562.58,53562.58,42398.64593,42398.64593,11163.93407,11163.93407,
,Bradford - City Centre,daily,17/02/2021,51584.65,51584.65,40832.97166,40832.97166,10751.67834,10751.67834,
,Bradford - City Centre,daily,18/02/2021,53074.9,53074.9,41331.81414,41331.81414,11743.08586,11743.08586,
,Bradford - City Centre,daily,19/02/2021,67835.16,67835.16,52826.29313,52826.29313,15008.86687,15008.86687,
,Bradford - City Centre,daily,20/02/2021,64498.47,64498.47,50227.8624,50227.8624,14270.6076,14270.6076,
,Bradford - City Centre,daily,21/02/2021,80118.94,80118.94,62392.22565,62392.22565,17726.71435,17726.71435,
,Bradford - City Centre,daily,22/02/2021,50141.57,50141.57,39047.498,39047.498,11094.072,11094.072,
,Bradford - City Centre,daily,22/02/2021,74807.83,74807.83,59215.79388,59215.79388,15592.03612,15592.03612,
,Bradford - City Centre,daily,23/02/2021,64165.09,64165.09,50791.29743,50791.29743,13373.79257,13373.79257,
,Bradford - City Centre,daily,24/02/2021,74457.35,74457.35,57983.29062,57983.29062,16474.05938,16474.05938,
,Bradford - City Centre,daily,25/02/2021,55998.58,55998.58,43608.61538,43608.61538,12389.96462,12389.96462,
,Bradford - City Centre,daily,26/02/2021,77434.27,77434.27,60301.55225,60301.55225,17132.71775,17132.71775,
,Bradford - City Centre,daily,27/02/2021,61475.37,61475.37,47873.63833,47873.63833,13601.73167,13601.73167,
,Bradford - City Centre,daily,28/02/2021,81223.41,81223.41,63252.32616,63252.32616,17971.08384,17971.08384,
,Bradford - City Centre,daily,01/03/2021,54570.27,54570.27,43196.30526,43196.30526,11373.96474,11373.96474,
,Bradford - City Centre,daily,01/03/2021,44795.13,44795.13,35458.5768,35458.5768,9336.553203,9336.553203,
,Bradford - City Centre,daily,01/03/2021,71117.84,71117.84,55382.66383,55382.66383,15735.17617,15735.17617,
,Bradford - City Centre,daily,02/03/2021,68201.06,68201.06,53111.23593,53111.23593,15089.82407,15089.82407,
,Bradford - City Centre,daily,03/03/2021,69377.01,69377.01,54027.00114,54027.00114,15350.00886,15350.00886,
,Bradford - City Centre,daily,04/03/2021,66189.16,66189.16,51544.47882,51544.47882,14644.68118,14644.68118,
,Bradford - City Centre,daily,05/03/2021,65870.64,65870.64,51296.43296,51296.43296,14574.20704,14574.20704,
,Bradford - City Centre,daily,06/03/2021,70043.49,70043.49,55444.47509,55444.47509,14599.01491,14599.01491,
,Bradford - City Centre,daily,07/03/2021,55539.43,55539.43,43963.46531,43963.46531,11575.96469,11575.96469,
,Bradford - City Centre,daily,08/03/2021,71879.95,71879.95,55976.1532,55976.1532,15903.7968,15903.7968,
,Bradford - City Centre,daily,08/03/2021,58310.27,58310.27,45408.83246,45408.83246,12901.43754,12901.43754,
,Bradford - City Centre,daily,09/03/2021,82160.48,82160.48,63982.06476,63982.06476,18178.41524,18178.41524,
,Bradford - City Centre,daily,10/03/2021,54621.71,54621.71,42536.38472,42536.38472,12085.32528,12085.32528,
,Bradford - City Centre,daily,11/03/2021,62401.15,62401.15,48594.58489,48594.58489,13806.56511,13806.56511,
,Bradford - City Centre,daily,12/03/2021,73041.21,73041.21,57817.38671,57817.38671,15223.82329,15223.82329,
,Bradford - City Centre,daily,13/03/2021,57512.05,57512.05,45524.93634,45524.93634,11987.11366,11987.11366,
,Bradford - City Centre,daily,14/03/2021,76055.9,76055.9,59228.15347,59228.15347,16827.74653,16827.74653,
,Bradford - City Centre,daily,15/03/2021,97290.15,97290.15,75764.21995,75764.21995,21525.93005,21525.93005,
,Bradford - City Centre,daily,15/03/2021,57194.54,57194.54,44539.96328,44539.96328,12654.57672,12654.57672,
,Bradford - City Centre,daily,16/03/2021,69301.41,69301.41,53968.12802,53968.12802,15333.28198,15333.28198,
,Bradford - City Centre,daily,17/03/2021,80055.77,80055.77,62343.03232,62343.03232,17712.73768,17712.73768,
,Bradford - City Centre,daily,18/03/2021,69810.28,69810.28,55259.87255,55259.87255,14550.40745,14550.40745,
,Bradford - City Centre,daily,19/03/2021,60785.69,60785.69,48116.25855,48116.25855,12669.43145,12669.43145,
,Bradford - City Centre,daily,20/03/2021,55065.16,55065.16,42881.7192,42881.7192,12183.4408,12183.4408,
,Bradford - City Centre,daily,21/03/2021,68064.15,68064.15,53004.61795,53004.61795,15059.53205,15059.53205,
,Bradford - City Centre,daily,22/03/2021,86175.24,86175.24,67108.53912,67108.53912,19066.70088,19066.70088,
,Bradford - City Centre,daily,22/03/2021,79177.85,79177.85,61659.35649,61659.35649,17518.49351,17518.49351,
,Bradford - City Centre,daily,23/03/2021,62653.15,62653.15,48790.82864,48790.82864,13862.32136,13862.32136,
,Bradford - City Centre,daily,24/03/2021,71315.41,71315.41,56451.29152,56451.29152,14864.11848,14864.11848,
,Bradford - City Centre,daily,25/03/2021,55156.76,55156.76,43660.5544,43660.5544,11496.2056,11496.2056,
,Bradford - City Centre,daily,26/03/2021,59307.2,59307.2,46185.18673,46185.18673,13122.01327,13122.01327,
,Bradford - City Centre,daily,27/03/2021,64291.28,64291.28,50066.51422,50066.51422,14224.76578,14224.76578,
,Bradford - City Centre,daily,28/03/2021,67793.99,67793.99,52794.23219,52794.23219,14999.75781,14999.75781,
,Bradford - City Centre,daily,29/03/2021,52628.28,52628.28,40984.01104,40984.01104,11644.26896,11644.26896,
,Bradford - City Centre,daily,29/03/2021,64148.19,64148.19,49955.0836,49955.0836,14193.1064,14193.1064,
,Bradford - City Centre,daily,30/03/2021,83881.77,83881.77,66398.47196,66398.47196,17483.29804,17483.29804,
,Bradford - City Centre,daily,31/03/2021,51069.75,51069.75,40425.39116,40425.39116,10644.35884,10644.35884,
,Bradford - City Centre,daily,01/04/2021,61930.35,61930.35,48227.95174,48227.95174,13702.39826,13702.39826,
,Bradford - City Centre,daily,01/04/2021,66957.86,66957.86,52143.10012,52143.10012,14814.75988,14814.75988,
,Bradford - City Centre,daily,02/04/2021,76445.22,76445.22,59531.33449,59531.33449,16913.88551,16913.88551,
,Bradford - City Centre,daily,03/04/2021,64192.53,64192.53,49989.61315,49989.61315,14202.91685,14202.91685,
,Bradford - City Centre,daily,04/04/2021,59569.96,59569.96,46389.80978,46389.80978,13180.15022,13180.15022,
,Bradford - City Centre,daily,05/04/2021,48983.93,48983.93,38774.31417,38774.31417,10209.61583,10209.61583,
,Bradford - City Centre,daily,05/04/2021,69656.18,69656.18,55137.89128,55137.89128,14518.28872,14518.28872,
,Bradford - City Centre,daily,06/04/2021,62817.1,62817.1,48918.50389,48918.50389,13898.59611,13898.59611,
,Bradford - City Centre,daily,07/04/2021,62424.62,62424.62,48612.86204,48612.86204,13811.75796,13811.75796,
,Bradford - City Centre,daily,08/04/2021,58840.25,58840.25,45821.55175,45821.55175,13018.69825,13018.69825,
,Bradford - City Centre,daily,09/04/2021,60914.4,60914.4,47436.78573,47436.78573,13477.61427,13477.61427,
,Bradford - City Centre,daily,10/04/2021,63170.77,63170.77,49193.92264,49193.92264,13976.84736,13976.84736,
,Bradford - City Centre,daily,11/04/2021,67799.28,67799.28,53668.02098,53668.02098,14131.25902,14131.25902,
,Bradford - City Centre,daily,12/04/2021,56690.28,56690.28,44874.44611,44874.44611,11815.83389,11815.83389,
,Bradford - City Centre,daily,12/04/2021,53036.61,53036.61,41301.99599,41301.99599,11734.61401,11734.61401,
,Bradford - City Centre,daily,13/04/2021,66650.5,66650.5,51903.74505,51903.74505,14746.75495,14746.75495,
,Bradford - City Centre,daily,14/04/2021,76696.04,76696.04,59726.65931,59726.65931,16969.38069,16969.38069,
,Bradford - City Centre,daily,15/04/2021,60800.52,60800.52,47348.10225,47348.10225,13452.41775,13452.41775,
,Bradford - City Centre,daily,16/04/2021,61619.77,61619.77,47986.08911,47986.08911,13633.68089,13633.68089,
,Bradford - City Centre,daily,17/04/2021,64856.79,64856.79,51338.82788,51338.82788,13517.96212,13517.96212,
,Bradford - City Centre,daily,18/04/2021,31289.15,31289.15,24767.61934,24767.61934,6521.530659,6521.530659,
,Bradford - City Centre,daily,19/04/2021,65844.74,65844.74,51276.26346,51276.26346,14568.47654,14568.47654,
,Bradford - City Centre,daily,19/04/2021,72225.93,72225.93,56245.58341,56245.58341,15980.34659,15980.34659,
,Bradford - City Centre,daily,20/04/2021,70913.65,70913.65,55223.65189,55223.65189,15689.99811,15689.99811,
,Bradford - City Centre,daily,21/04/2021,75577.9,75577.9,58855.91335,58855.91335,16721.98665,16721.98665,
,Bradford - City Centre,daily,22/04/2021,76387.89,76387.89,59486.68903,59486.68903,16901.20097,16901.20097,
,Bradford - City Centre,daily,23/04/2021,76030.82,76030.82,60183.87869,60183.87869,15846.94131,15846.94131,
,Bradford - City Centre,daily,24/04/2021,58488.2,58488.2,46297.62948,46297.62948,12190.57052,12190.57052,
,Bradford - City Centre,daily,25/04/2021,74164.99,74164.99,57755.61673,57755.61673,16409.37327,16409.37327,
,Bradford - City Centre,daily,26/04/2021,59732.67,59732.67,46516.51938,46516.51938,13216.15062,13216.15062,
,Bradford - City Centre,daily,26/04/2021,81131.09,81131.09,63180.43242,63180.43242,17950.65758,17950.65758,
,Bradford - City Centre,daily,27/04/2021,65616.54,65616.54,51098.55385,51098.55385,14517.98615,14517.98615,
,Bradford - City Centre,daily,28/04/2021,93829.38,93829.38,73069.16254,73069.16254,20760.21746,20760.21746,
,Bradford - City Centre,daily,29/04/2021,72748.39,72748.39,57585.59856,57585.59856,15162.79144,15162.79144,
,Bradford - City Centre,daily,30/04/2021,50786.23,50786.23,40200.96463,40200.96463,10585.26537,10585.26537,
,Bradford - City Centre,daily,01/05/2021,71850.06,71850.06,55952.87651,55952.87651,15897.18349,15897.18349,
,Bradford - City Centre,daily,01/05/2021,56629.44,56629.44,44099.89447,44099.89447,12529.54553,12529.54553,
,Bradford - City Centre,daily,02/05/2021,61755.14,61755.14,48091.50782,48091.50782,13663.63218,13663.63218,
,Bradford - City Centre,daily,03/05/2021,71781.85,71781.85,55899.75832,55899.75832,15882.09168,15882.09168,
,Bradford - City Centre,daily,03/05/2021,85941.14,85941.14,66926.23491,66926.23491,19014.90509,19014.90509,
,Bradford - City Centre,daily,04/05/2021,87672.31,87672.31,69398.95781,69398.95781,18273.35219,18273.35219,
,Bradford - City Centre,daily,05/05/2021,55977.53,55977.53,44310.25307,44310.25307,11667.27693,11667.27693,
,Bradford - City Centre,daily,06/05/2021,53311.81,53311.81,41516.30662,41516.30662,11795.50338,11795.50338,
,Bradford - City Centre,daily,07/05/2021,63997.32,63997.32,49837.59433,49837.59433,14159.72567,14159.72567,
,Bradford - City Centre,daily,08/05/2021,59861.6,59861.6,46616.92297,46616.92297,13244.67703,13244.67703,
,Bradford - City Centre,daily,09/05/2021,93753.55,93753.55,73010.1103,73010.1103,20743.4397,20743.4397,
,Bradford - City Centre,daily,10/05/2021,84396.41,84396.41,65723.28411,65723.28411,18673.12589,18673.12589,
,Bradford - City Centre,daily,10/05/2021,64224.46,64224.46,50838.29307,50838.29307,13386.16693,13386.16693,
,Bradford - City Centre,daily,11/05/2021,49420.76,49420.76,39120.09662,39120.09662,10300.66338,10300.66338,
,Bradford - City Centre,daily,12/05/2021,74637,74637,58123.19216,58123.19216,16513.80784,16513.80784,
,Bradford - City Centre,daily,13/05/2021,81471.16,81471.16,63445.26024,63445.26024,18025.89976,18025.89976,
,Bradford - City Centre,daily,14/05/2021,104164.37,104164.37,81117.48455,81117.48455,23046.88545,23046.88545,
,Bradford - City Centre,daily,15/05/2021,81312.5,81312.5,63321.70455,63321.70455,17990.79545,17990.79545,
,Bradford - City Centre,daily,16/05/2021,92044.39,92044.39,71679.11046,71679.11046,20365.27954,20365.27954,
,Bradford - City Centre,daily,17/05/2021,61837.75,61837.75,48949.03994,48949.03994,12888.71006,12888.71006,
,Bradford - City Centre,daily,17/05/2021,63862.92,63862.92,50552.10808,50552.10808,13310.81192,13310.81192,
,Bradford - City Centre,daily,18/05/2021,86169.8,86169.8,67104.30275,67104.30275,19065.49725,19065.49725,
,Bradford - City Centre,daily,19/05/2021,77392.79,77392.79,60269.24991,60269.24991,17123.54009,17123.54009,
,Bradford - City Centre,daily,20/05/2021,51572.03,51572.03,40161.46161,40161.46161,11410.56839,11410.56839,
,Bradford - City Centre,daily,21/05/2021,100528.14,100528.14,78285.78854,78285.78854,22242.35146,22242.35146,
,Bradford - City Centre,daily,22/05/2021,83883.93,83883.93,65324.19286,65324.19286,18559.73714,18559.73714,
,Bradford - City Centre,daily,23/05/2021,104720.47,104720.47,82893.80626,82893.80626,21826.66374,21826.66374,
,Bradford - City Centre,daily,24/05/2021,51205.92,51205.92,40533.17954,40533.17954,10672.74046,10672.74046,
