Event name,area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
,Draley Street Market,daily,08/02/2021,2254.51,2254.51,2071.026145,2071.026145,183.4838551,183.4838551,
,Draley Street Market,daily,09/02/2021,7027.06,7027.06,6455.16098,6455.16098,571.8990196,571.8990196,
,Draley Street Market,daily,10/02/2021,9133.18,9133.18,8387.905242,8387.905242,745.2747576,745.2747576,
,Draley Street Market,daily,11/02/2021,2732.74,2732.74,2509.746241,2509.746241,222.9937591,222.9937591,
,Draley Street Market,daily,12/02/2021,7027.06,7027.06,6455.16098,6455.16098,571.8990196,571.8990196,
,Draley Street Market,daily,13/02/2021,7246.65,7246.65,6656.879594,6656.879594,589.7704062,589.7704062,
,Draley Street Market,daily,14/02/2021,4664.51,4664.51,4284.887698,4284.887698,379.6223023,379.6223023,
,Draley Street Market,daily,15/02/2021,4664.51,4664.51,4284.887698,4284.887698,379.6223023,379.6223023,
,Draley Street Market,daily,15/02/2021,6674.44,6674.44,6131.239047,6131.239047,543.2009535,543.2009535,
,Draley Street Market,daily,16/02/2021,7352.16,7352.16,6752.217892,6752.217892,599.942108,599.942108,
,Draley Street Market,daily,17/02/2021,8634.31,8634.31,7929.743431,7929.743431,704.5665685,704.5665685,
,Draley Street Market,daily,18/02/2021,9662.2,9662.2,8875.839458,8875.839458,786.3605415,786.3605415,
,Draley Street Market,daily,19/02/2021,2362.81,2362.81,2170.512123,2170.512123,192.2978774,192.2978774,
,Draley Street Market,daily,20/02/2021,4527.89,4527.89,4159.38655,4159.38655,368.5034498,368.5034498,
,Draley Street Market,daily,21/02/2021,11711.76,11711.76,10758.59551,10758.59551,953.1644901,953.1644901,
,Draley Street Market,daily,22/02/2021,6849.16,6849.16,6291.739416,6291.739416,557.420584,557.420584,
,Draley Street Market,daily,22/02/2021,12880.41,12880.41,11829.35829,11829.35829,1051.051708,1051.051708,
,Draley Street Market,daily,23/02/2021,2940.67,2940.67,2700.708987,2700.708987,239.9610127,239.9610127,
,Draley Street Market,daily,24/02/2021,5033.33,5033.33,4623.691191,4623.691191,409.6388094,409.6388094,
,Draley Street Market,daily,25/02/2021,4103.75,4103.75,3769.765289,3769.765289,333.9847108,333.9847108,
,Draley Street Market,daily,26/02/2021,9882.8,9882.8,9078.485873,9078.485873,804.3141272,804.3141272,
,Draley Street Market,daily,27/02/2021,12294.52,12294.52,11293.92744,11293.92744,1000.592557,1000.592557,
,Draley Street Market,daily,28/02/2021,12992.95,12992.95,11935.51554,11935.51554,1057.434456,1057.434456,
,Draley Street Market,daily,01/03/2021,2437.31,2437.31,2238.423564,2238.423564,198.886436,198.886436,
,Draley Street Market,daily,01/03/2021,7607.19,7607.19,6986.437241,6986.437241,620.752759,620.752759,
,Draley Street Market,daily,01/03/2021,6048.29,6048.29,5556.048419,5556.048419,492.2415806,492.2415806,
,Draley Street Market,daily,02/03/2021,2292.73,2292.73,2106.135601,2106.135601,186.5943992,186.5943992,
,Draley Street Market,daily,03/03/2021,6733.87,6733.87,6185.832321,6185.832321,548.0376788,548.0376788,
,Draley Street Market,daily,04/03/2021,23090.19,23090.19,21210.98916,21210.98916,1879.200835,1879.200835,
,Draley Street Market,daily,05/03/2021,13647.16,13647.16,12536.4825,12536.4825,1110.677499,1110.677499,
,Draley Street Market,daily,06/03/2021,9793.36,9793.36,8994.214029,8994.214029,799.1459711,799.1459711,
,Draley Street Market,daily,07/03/2021,2760.63,2760.63,2535.360395,2535.360395,225.2696053,225.2696053,
,Draley Street Market,daily,08/03/2021,13305.33,13305.33,12222.47242,12222.47242,1082.857579,1082.857579,
,Draley Street Market,daily,08/03/2021,6365.69,6365.69,5847.616742,5847.616742,518.0732582,518.0732582,
,Draley Street Market,daily,09/03/2021,4624.64,4624.64,4248.262527,4248.262527,376.3774725,376.3774725,
,Draley Street Market,daily,10/03/2021,9534.51,9534.51,8758.541541,8758.541541,775.9684592,775.9684592,
,Draley Street Market,daily,11/03/2021,7446.1,7446.1,6840.097306,6840.097306,606.0026938,606.0026938,
,Draley Street Market,daily,12/03/2021,7841.79,7841.79,7201.893694,7201.893694,639.8963057,639.8963057,
,Draley Street Market,daily,13/03/2021,5238.87,5238.87,4811.374038,4811.374038,427.4959619,427.4959619,
,Draley Street Market,daily,14/03/2021,4927.2,4927.2,4526.198607,4526.198607,401.0013931,401.0013931,
,Draley Street Market,daily,15/03/2021,13625.62,13625.62,12516.69554,12516.69554,1108.92446,1108.92446,
,Draley Street Market,daily,15/03/2021,4986.94,4986.94,4581.076652,4581.076652,405.8633478,405.8633478,
,Draley Street Market,daily,16/03/2021,7036.72,7036.72,6464.034799,6464.034799,572.6852011,572.6852011,
,Draley Street Market,daily,17/03/2021,5104.56,5104.56,4689.124119,4689.124119,415.4358806,415.4358806,
,Draley Street Market,daily,18/03/2021,7603.93,7603.93,6983.44326,6983.44326,620.4867404,620.4867404,
,Draley Street Market,daily,19/03/2021,4567.3,4567.3,4194.604685,4194.604685,372.6953154,372.6953154,
,Draley Street Market,daily,20/03/2021,4891.21,4891.21,4493.137662,4493.137662,398.072338,398.072338,
,Draley Street Market,daily,21/03/2021,9731.6,9731.6,8939.591322,8939.591322,792.0086777,792.0086777,
,Draley Street Market,daily,22/03/2021,5104.56,5104.56,4689.124119,4689.124119,415.4358806,415.4358806,
,Draley Street Market,daily,22/03/2021,8041,8041,7386.581222,7386.581222,654.4187778,654.4187778,
,Draley Street Market,daily,23/03/2021,8116.25,8116.25,7455.706982,7455.706982,660.5430177,660.5430177,
,Draley Street Market,daily,24/03/2021,8006.64,8006.64,7353.291803,7353.291803,653.3481969,653.3481969,
,Draley Street Market,daily,25/03/2021,11053.69,11053.69,10151.7001,10151.7001,901.9899023,901.9899023,
,Draley Street Market,daily,26/03/2021,5465.49,5465.49,5020.679742,5020.679742,444.8102581,444.8102581,
,Draley Street Market,daily,27/03/2021,10361.89,10361.89,9518.585014,9518.585014,843.3049856,843.3049856,
,Draley Street Market,daily,28/03/2021,5116.02,5116.02,4699.651444,4699.651444,416.3685556,416.3685556,
,Draley Street Market,daily,29/03/2021,10213.96,10213.96,9382.694334,9382.694334,831.2656659,831.2656659,
,Draley Street Market,daily,29/03/2021,2552.28,2552.28,2344.56206,2344.56206,207.7179403,207.7179403,
,Draley Street Market,daily,30/03/2021,15142.63,15142.63,13906.97934,13906.97934,1235.650661,1235.650661,
,Draley Street Market,daily,31/03/2021,5378.83,5378.83,4939.913191,4939.913191,438.9168093,438.9168093,
,Draley Street Market,daily,01/04/2021,4918.94,4918.94,4518.610849,4518.610849,400.3291509,400.3291509,
,Draley Street Market,daily,01/04/2021,5278.86,5278.86,4849.238671,4849.238671,429.6213293,429.6213293,
,Draley Street Market,daily,02/04/2021,11590.08,11590.08,10646.81847,10646.81847,943.2615331,943.2615331,
,Draley Street Market,daily,03/04/2021,5227.86,5227.86,4802.389318,4802.389318,425.4706817,425.4706817,
,Draley Street Market,daily,04/04/2021,5227.86,5227.86,4802.389318,4802.389318,425.4706817,425.4706817,
,Draley Street Market,daily,05/04/2021,8367.27,8367.27,7684.494108,7684.494108,682.775892,682.775892,
,Draley Street Market,daily,05/04/2021,7692.04,7692.04,7064.363413,7064.363413,627.6765865,627.6765865,
,Draley Street Market,daily,06/04/2021,7003.72,7003.72,6433.720512,6433.720512,569.9994879,569.9994879,
,Draley Street Market,daily,07/04/2021,4874.62,4874.62,4477.897843,4477.897843,396.7221568,396.7221568,
,Draley Street Market,daily,08/04/2021,2552.28,2552.28,2344.56206,2344.56206,207.7179403,207.7179403,
,Draley Street Market,daily,09/04/2021,7804.09,7804.09,7168.952201,7168.952201,635.1377987,635.1377987,
,Draley Street Market,daily,10/04/2021,6603.37,6603.37,6065.953096,6065.953096,537.4169039,537.4169039,
,Draley Street Market,daily,11/04/2021,7348.05,7348.05,6748.443271,6748.443271,599.6067287,599.6067287,
,Draley Street Market,daily,12/04/2021,5786.99,5786.99,5314.76701,5314.76701,472.2229902,472.2229902,
,Draley Street Market,daily,12/04/2021,5942.9,5942.9,5459.235611,5459.235611,483.6643893,483.6643893,
,Draley Street Market,daily,13/04/2021,5493.23,5493.23,5046.162115,5046.162115,447.0678849,447.0678849,
,Draley Street Market,daily,14/04/2021,7345.02,7345.02,6747.243727,6747.243727,597.776273,597.776273,
,Draley Street Market,daily,15/04/2021,7766.75,7766.75,7134.651126,7134.651126,632.0988735,632.0988735,
,Draley Street Market,daily,16/04/2021,4420.82,4420.82,4061.030469,4061.030469,359.7895313,359.7895313,
,Draley Street Market,daily,17/04/2021,2849.85,2849.85,2617.299972,2617.299972,232.5500284,232.5500284,
,Draley Street Market,daily,18/04/2021,9119.38,9119.38,8375.231333,8375.231333,744.1486666,744.1486666,
,Draley Street Market,daily,19/04/2021,6654.3,6654.3,6112.738145,6112.738145,541.5618546,541.5618546,
,Draley Street Market,daily,19/04/2021,12989.35,12989.35,11932.20853,11932.20853,1057.141469,1057.141469,
,Draley Street Market,daily,20/04/2021,2493.47,2493.47,2290.538326,2290.538326,202.9316739,202.9316739,
,Draley Street Market,daily,21/04/2021,5330.87,5330.87,4897.015824,4897.015824,433.8541761,433.8541761,
,Draley Street Market,daily,22/04/2021,2528.43,2528.43,2322.653098,2322.653098,205.7769022,205.7769022,
,Draley Street Market,daily,23/04/2021,7572.39,7572.39,6954.476949,6954.476949,617.9130513,617.9130513,
,Draley Street Market,daily,24/04/2021,5913.48,5913.48,5430.935325,5430.935325,482.5446749,482.5446749,
,Draley Street Market,daily,25/04/2021,10609.48,10609.48,9746.024841,9746.024841,863.4551591,863.4551591,
,Draley Street Market,daily,26/04/2021,2705.42,2705.42,2485.238723,2485.238723,220.1812772,220.1812772,
,Draley Street Market,daily,26/04/2021,7446.1,7446.1,6840.097306,6840.097306,606.0026938,606.0026938,
,Draley Street Market,daily,27/04/2021,7446.1,7446.1,6840.097306,6840.097306,606.0026938,606.0026938,
,Draley Street Market,daily,28/04/2021,4664.51,4664.51,4284.887698,4284.887698,379.6223023,379.6223023,
,Draley Street Market,daily,29/04/2021,4964.07,4964.07,4558.997937,4558.997937,405.0720632,405.0720632,
,Draley Street Market,daily,30/04/2021,6416.3,6416.3,5892.724813,5892.724813,523.5751871,523.5751871,
,Draley Street Market,daily,01/05/2021,9350.5,9350.5,8589.50724,8589.50724,760.9927598,760.9927598,
,Draley Street Market,daily,01/05/2021,20728.18,20728.18,19041.21193,19041.21193,1686.968066,1686.968066,
,Draley Street Market,daily,02/05/2021,5056.85,5056.85,4645.29701,4645.29701,411.5529905,411.5529905,
,Draley Street Market,daily,03/05/2021,10661.74,10661.74,9794.031648,9794.031648,867.7083522,867.7083522,
,Draley Street Market,daily,03/05/2021,17637.09,17637.09,16201.69106,16201.69106,1435.398941,1435.398941,
,Draley Street Market,daily,04/05/2021,11826.96,11826.96,10861.87065,10861.87065,965.0893498,965.0893498,
,Draley Street Market,daily,05/05/2021,10339.17,10339.17,9495.485498,9495.485498,843.6845015,843.6845015,
,Draley Street Market,daily,06/05/2021,5786.99,5786.99,5316.014385,5316.014385,470.9756153,470.9756153,
,Draley Street Market,daily,07/05/2021,14276.5,14276.5,13114.60351,13114.60351,1161.896491,1161.896491,
,Draley Street Market,daily,08/05/2021,5945.97,5945.97,5462.055758,5462.055758,483.914242,483.914242,
,Draley Street Market,daily,09/05/2021,11526.09,11526.09,10588.03631,10588.03631,938.0536911,938.0536911,
,Draley Street Market,daily,10/05/2021,7729.76,7729.76,7100.671567,7100.671567,629.0884332,629.0884332,
,Draley Street Market,daily,10/05/2021,3109.67,3109.67,2855.918453,2855.918453,253.7515472,253.7515472,
,Draley Street Market,daily,11/05/2021,6219.35,6219.35,5711.84609,5711.84609,507.5039103,507.5039103,
,Draley Street Market,daily,12/05/2021,8281.89,8281.89,7607.86633,7607.86633,674.0236701,674.0236701,
,Draley Street Market,daily,13/05/2021,8634.31,8634.31,7931.604541,7931.604541,702.7054592,702.7054592,
,Draley Street Market,daily,14/05/2021,26917.3,26917.3,24726.62887,24726.62887,2190.671131,2190.671131,
,Draley Street Market,daily,15/05/2021,12420.07,12420.07,11409.25953,11409.25953,1010.810475,1010.810475,
,Draley Street Market,daily,16/05/2021,12222.04,12222.04,11227.34625,11227.34625,994.6937543,994.6937543,
,Draley Street Market,daily,17/05/2021,8198.23,8198.23,7529.247907,7529.247907,668.9820934,668.9820934,
,Draley Street Market,daily,17/05/2021,6070.59,6070.59,5575.225024,5575.225024,495.3649759,495.3649759,
,Draley Street Market,daily,18/05/2021,8454.43,8454.43,7766.364119,7766.364119,688.0658808,688.0658808,
,Draley Street Market,daily,19/05/2021,5330.87,5330.87,4897.015824,4897.015824,433.8541761,433.8541761,
,Draley Street Market,daily,20/05/2021,10381.78,10381.78,9536.856262,9536.856262,844.9237382,844.9237382,
,Draley Street Market,daily,21/05/2021,15683.57,15683.57,14407.15877,14407.15877,1276.411231,1276.411231,
,Draley Street Market,daily,22/05/2021,5227.86,5227.86,4802.389318,4802.389318,425.4706817,425.4706817,
,Draley Street Market,daily,23/05/2021,23199.71,23199.71,21306.5952,21306.5952,1893.114802,1893.114802,
,Draley Street Market,daily,24/05/2021,2927.56,2927.56,2688.668774,2688.668774,238.8912262,238.8912262,
,Draley Street Market,daily,24/05/2021,5278.86,5278.86,4849.238671,4849.238671,429.6213293,429.6213293,
,Draley Street Market,daily,25/05/2021,3633.95,3633.95,3338.200079,3338.200079,295.7499213,295.7499213,
,Draley Street Market,daily,26/05/2021,5913.48,5913.48,5432.209965,5432.209965,481.2700353,481.2700353,
,Draley Street Market,daily,27/05/2021,8035.89,8035.89,7381.887101,7381.887101,654.0028991,654.0028991,
,Draley Street Market,daily,28/05/2021,2639.43,2639.43,2424.619335,2424.619335,214.8106647,214.8106647,
,Draley Street Market,daily,29/05/2021,5498.2,5498.2,5049.542504,5049.542504,448.6574963,448.6574963,
,Draley Street Market,daily,30/05/2021,5624.83,5624.83,5165.839395,5165.839395,458.9906051,458.9906051,
,Draley Street Market,daily,31/05/2021,10667.6,10667.6,9799.41473,9799.41473,868.1852697,868.1852697,
,Draley Street Market,daily,31/05/2021,5725.75,5725.75,5259.758417,5259.758417,465.9915827,465.9915827,
,Draley Street Market,daily,01/06/2021,8410.62,8410.62,7726.119607,7726.119607,684.5003931,684.5003931,
,Draley Street Market,daily,01/06/2021,3914.57,3914.57,3595.98175,3595.98175,318.5882496,318.5882496,
,Draley Street Market,daily,02/06/2021,1913.51,1913.51,1757.778514,1757.778514,155.7314856,155.7314856,
,Draley Street Market,daily,03/06/2021,11373.82,11373.82,10445.70723,10445.70723,928.1127651,928.1127651,
,Draley Street Market,daily,04/06/2021,10209.12,10209.12,9376.047682,9376.047682,833.072318,833.072318,
,Draley Street Market,daily,05/06/2021,8588.62,8588.62,7889.633033,7889.633033,698.9869672,698.9869672,
,Draley Street Market,daily,06/06/2021,7723.22,7723.22,7094.663826,7094.663826,628.5561737,628.5561737,
,Draley Street Market,daily,07/06/2021,5695.61,5695.61,5232.071369,5232.071369,463.5386314,463.5386314,
,Draley Street Market,daily,07/06/2021,2452.89,2452.89,2253.260939,2253.260939,199.6290605,199.6290605,
,Draley Street Market,daily,08/06/2021,4018.97,4018.97,3691.885131,3691.885131,327.0848695,327.0848695,
,Draley Street Market,daily,09/06/2021,9720.06,9720.06,8926.895367,8926.895367,793.1646328,793.1646328,
,Draley Street Market,daily,10/06/2021,3490.86,3490.86,3206.003045,3206.003045,284.8569546,284.8569546,
,Draley Street Market,daily,11/06/2021,5788.3,5788.3,5317.21777,5317.21777,471.08223,471.08223,
,Draley Street Market,daily,12/06/2021,8588.62,8588.62,7889.633033,7889.633033,698.9869672,698.9869672,
,Draley Street Market,daily,13/06/2021,8116.25,8116.25,7455.706982,7455.706982,660.5430177,660.5430177,
,Draley Street Market,daily,14/06/2021,11762.68,11762.68,10805.37137,10805.37137,957.3086269,957.3086269,
,Draley Street Market,daily,14/06/2021,5607.08,5607.08,5150.746405,5150.746405,456.3335954,456.3335954,
,Draley Street Market,daily,15/06/2021,5613.92,5613.92,5155.81966,5155.81966,458.1003404,458.1003404,
,Draley Street Market,daily,16/06/2021,4037.94,4037.94,3708.440882,3708.440882,329.499118,329.499118,
,Draley Street Market,daily,17/06/2021,3091.9,3091.9,2840.264952,2840.264952,251.6350478,251.6350478,
,Draley Street Market,daily,18/06/2021,3164.23,3164.23,2906.708357,2906.708357,257.5216427,257.5216427,
,Draley Street Market,daily,19/06/2021,4844.49,4844.49,4450.219981,4450.219981,394.2700192,394.2700192,
,Draley Street Market,daily,20/06/2021,3468.48,3468.48,3186.196896,3186.196896,282.2831044,282.2831044,
,Draley Street Market,daily,21/06/2021,6721.53,6721.53,6174.496615,6174.496615,547.0333848,547.0333848,
,Draley Street Market,daily,21/06/2021,19820.54,19820.54,18203.16816,18203.16816,1617.37184,1617.37184,
,Draley Street Market,daily,22/06/2021,4664.51,4664.51,4283.882271,4283.882271,380.6277288,380.6277288,
,Draley Street Market,daily,23/06/2021,3793.94,3793.94,3485.169253,3485.169253,308.7707471,308.7707471,
,Draley Street Market,daily,24/06/2021,10609.48,10609.48,9746.024841,9746.024841,863.4551591,863.4551591,
,Draley Street Market,daily,25/06/2021,4676.34,4676.34,4295.75491,4295.75491,380.5850898,380.5850898,
,Draley Street Market,daily,26/06/2021,6570.23,6570.23,6035.510203,6035.510203,534.7197968,534.7197968,
,Draley Street Market,daily,27/06/2021,7151.33,7151.33,6569.317236,6569.317236,582.0127643,582.0127643,
,Draley Street Market,daily,28/06/2021,4260.5,4260.5,3912.839809,3912.839809,347.6601912,347.6601912,
,Draley Street Market,daily,28/06/2021,5056.85,5056.85,4644.207015,4644.207015,412.642985,412.642985,
,Draley Street Market,daily,29/06/2021,5395.78,5395.78,4956.643107,4956.643107,439.1368925,439.1368925,
,Draley Street Market,daily,30/06/2021,4512.97,4512.97,4145.680818,4145.680818,367.2891819,367.2891819,
,Draley Street Market,daily,01/07/2021,4008.02,4008.02,3681.826299,3681.826299,326.193701,326.193701,
,Draley Street Market,daily,01/07/2021,13963.44,13963.44,12827.02198,12827.02198,1136.418025,1136.418025,
,Draley Street Market,daily,02/07/2021,7957.11,7957.11,7309.518631,7309.518631,647.5913693,647.5913693,
,Draley Street Market,daily,03/07/2021,11876.32,11876.32,10907.20283,10907.20283,969.1171651,969.1171651,
,Draley Street Market,daily,04/07/2021,5320.81,5320.81,4886.627669,4886.627669,434.1823311,434.1823311,
,Draley Street Market,daily,05/07/2021,1926.07,1926.07,1769.316316,1769.316316,156.7536843,156.7536843,
,Draley Street Market,daily,05/07/2021,4983.84,4983.84,4578.228946,4578.228946,405.6110535,405.6110535,
,Draley Street Market,daily,06/07/2021,4130.41,4130.41,3794.255559,3794.255559,336.1544415,336.1544415,
,Draley Street Market,daily,07/07/2021,4068.3,4068.3,3737.200396,3737.200396,331.0996037,331.0996037,
,Draley Street Market,daily,08/07/2021,3783.8,3783.8,3475.854499,3475.854499,307.9455007,307.9455007,
,Draley Street Market,daily,09/07/2021,12486.49,12486.49,11467.58248,11467.58248,1018.907523,1018.907523,
,Draley Street Market,daily,10/07/2021,6938.77,6938.77,6372.560845,6372.560845,566.209155,566.209155,
,Draley Street Market,daily,11/07/2021,1444.55,1444.55,1326.98494,1326.98494,117.5650597,117.5650597,
,Draley Street Market,daily,12/07/2021,4130.41,4130.41,3794.255559,3794.255559,336.1544415,336.1544415,
,Draley Street Market,daily,12/07/2021,8198.23,8198.23,7531.01502,7531.01502,667.2149803,667.2149803,
,Draley Street Market,daily,13/07/2021,10076.98,10076.98,9256.862485,9256.862485,820.1175146,820.1175146,
,Draley Street Market,daily,14/07/2021,9892.03,9892.03,9086.964687,9086.964687,805.065313,805.065313,
,Draley Street Market,daily,15/07/2021,10344.95,10344.95,9500.793846,9500.793846,844.1561541,844.1561541,
,Draley Street Market,daily,16/07/2021,3835.86,3835.86,3522.850771,3522.850771,313.0092292,313.0092292,
,Draley Street Market,daily,17/07/2021,3068.73,3068.73,2818.980648,2818.980648,249.7493516,249.7493516,
,Draley Street Market,daily,18/07/2021,4294.31,4294.31,3944.816516,3944.816516,349.4934836,349.4934836,
,Draley Street Market,daily,19/07/2021,27952.15,27952.15,25677.25734,25677.25734,2274.892655,2274.892655,
,Draley Street Market,daily,19/07/2021,7957.11,7957.11,7309.518631,7309.518631,647.5913693,647.5913693,
,Draley Street Market,daily,20/07/2021,4294.31,4294.31,3944.816516,3944.816516,349.4934836,349.4934836,
,Draley Street Market,daily,21/07/2021,7832.37,7832.37,7193.242374,7193.242374,639.1276262,639.1276262,
,Draley Street Market,daily,22/07/2021,5359.69,5359.69,4922.33503,4922.33503,437.3549701,437.3549701,
,Draley Street Market,daily,23/07/2021,3231.57,3231.57,2968.567875,2968.567875,263.0021253,263.0021253,
,Draley Street Market,daily,24/07/2021,4075.6,4075.6,3743.906284,3743.906284,331.693716,331.693716,
,Draley Street Market,daily,25/07/2021,4509.03,4509.03,4142.061476,4142.061476,366.968524,366.968524,
,Draley Street Market,daily,26/07/2021,13756.36,13756.36,12636.79523,12636.79523,1119.564768,1119.564768,
,Draley Street Market,daily,26/07/2021,9162.51,9162.51,8416.816853,8416.816853,745.6931471,745.6931471,
,Draley Street Market,daily,27/07/2021,7380.26,7380.26,6778.02491,6778.02491,602.2350904,602.2350904,
,Draley Street Market,daily,28/07/2021,3066.15,3066.15,2815.949719,2815.949719,250.2002805,250.2002805,
,Draley Street Market,daily,29/07/2021,3125.7,3125.7,2871.314131,2871.314131,254.3858691,254.3858691,
,Draley Street Market,daily,30/07/2021,4130.41,4130.41,3794.255559,3794.255559,336.1544415,336.1544415,
,Draley Street Market,daily,31/07/2021,8324.36,8324.36,7646.879898,7646.879898,677.4801016,677.4801016,
,Draley Street Market,daily,01/08/2021,11678.06,11678.06,10727.63819,10727.63819,950.4218072,950.4218072,
,Draley Street Market,daily,01/08/2021,8959.88,8959.88,8230.677946,8230.677946,729.2020543,729.2020543,
,Draley Street Market,daily,02/08/2021,8276.15,8276.15,7600.809573,7600.809573,675.3404275,675.3404275,
,Draley Street Market,daily,02/08/2021,2625.91,2625.91,2411.633654,2411.633654,214.2763461,214.2763461,
,Draley Street Market,daily,03/08/2021,3125.7,3125.7,2871.314131,2871.314131,254.3858691,254.3858691,
,Draley Street Market,daily,04/08/2021,3899.42,3899.42,3582.064737,3582.064737,317.3552631,317.3552631,
,Draley Street Market,daily,05/08/2021,17855.37,17855.37,16402.20629,16402.20629,1453.163712,1453.163712,
,Draley Street Market,daily,06/08/2021,4227.21,4227.21,3883.177467,3883.177467,344.0325335,344.0325335,
,Draley Street Market,daily,07/08/2021,3680.84,3680.84,3381.273924,3381.273924,299.5660756,299.5660756,
,Draley Street Market,daily,08/08/2021,10451.99,10451.99,9599.099297,9599.099297,852.8907033,852.8907033,
,Draley Street Market,daily,09/08/2021,3069.07,3069.07,2818.631445,2818.631445,250.4385549,250.4385549,
,Draley Street Market,daily,09/08/2021,9376.62,9376.62,8613.501458,8613.501458,763.1185425,763.1185425,
,Draley Street Market,daily,10/08/2021,4375.74,4375.74,4019.619316,4019.619316,356.1206843,356.1206843,
,Draley Street Market,daily,11/08/2021,8538.17,8538.17,7843.288919,7843.288919,694.8810814,694.8810814,
,Draley Street Market,daily,12/08/2021,6598.58,6598.58,6061.552931,6061.552931,537.0270686,537.0270686,
,Draley Street Market,daily,13/08/2021,10283.64,10283.64,9446.70341,9446.70341,836.9365899,836.9365899,
,Draley Street Market,daily,14/08/2021,14415.96,14415.96,13239.60619,13239.60619,1176.35381,1176.35381,
,Draley Street Market,daily,15/08/2021,2490.74,2490.74,2287.493633,2287.493633,203.2463665,203.2463665,
,Draley Street Market,daily,16/08/2021,6365.69,6365.69,5847.616742,5847.616742,518.0732582,518.0732582,
,Draley Street Market,daily,16/08/2021,3109.67,3109.67,2856.588736,2856.588736,253.0812636,253.0812636,
,Draley Street Market,daily,17/08/2021,3109.67,3109.67,2856.588736,2856.588736,253.0812636,253.0812636,
,Draley Street Market,daily,18/08/2021,1855.74,1855.74,1704.71014,1704.71014,151.0298598,151.0298598,
,Draley Street Market,daily,19/08/2021,14390.51,14390.51,13219.33478,13219.33478,1171.175223,1171.175223,
,Draley Street Market,daily,20/08/2021,3397.51,3397.51,3120.27048,3120.27048,277.2395203,277.2395203,
,Draley Street Market,daily,21/08/2021,3490.86,3490.86,3206.003045,3206.003045,284.8569546,284.8569546,
,Draley Street Market,daily,22/08/2021,16850.41,16850.41,15479.03521,15479.03521,1371.374794,1371.374794,
,Draley Street Market,daily,23/08/2021,5725.75,5725.75,5259.758417,5259.758417,465.9915827,465.9915827,
,Draley Street Market,daily,23/08/2021,5636.28,5636.28,5177.569955,5177.569955,458.7100446,458.7100446,
,Draley Street Market,daily,24/08/2021,5665.79,5665.79,5204.678277,5204.678277,461.1117233,461.1117233,
,Draley Street Market,daily,25/08/2021,2878.1,2878.1,2643.865118,2643.865118,234.2348818,234.2348818,
,Draley Street Market,daily,26/08/2021,9296.9,9296.9,8538.26556,8538.26556,758.6344399,758.6344399,
,Draley Street Market,daily,27/08/2021,3403.04,3403.04,3125.349227,3125.349227,277.6907727,277.6907727,
,Draley Street Market,daily,28/08/2021,5294.76,5294.76,4863.844645,4863.844645,430.9153548,430.9153548,
,Draley Street Market,daily,29/08/2021,5000.4,5000.4,4593.441207,4593.441207,406.9587932,406.9587932,
,Draley Street Market,daily,30/08/2021,6544.48,6544.48,6011.855873,6011.855873,532.6241267,532.6241267,
,Draley Street Market,daily,30/08/2021,4762.37,4762.37,4374.783337,4374.783337,387.5866627,387.5866627,
,Draley Street Market,daily,31/08/2021,8737.98,8737.98,8026.837332,8026.837332,711.1426678,711.1426678,
,Draley Street Market,daily,01/09/2021,9958.59,9958.59,9145.961129,9145.961129,812.6288706,812.6288706,
,Draley Street Market,daily,01/09/2021,7262.86,7262.86,6670.204843,6670.204843,592.6551569,592.6551569,
,Draley Street Market,daily,02/09/2021,54014.67,54014.67,49618.6727,49618.6727,4395.997304,4395.997304,
,Draley Street Market,daily,03/09/2021,2401.21,2401.21,2205.786929,2205.786929,195.4230709,195.4230709,
,Draley Street Market,daily,04/09/2021,11699.1,11699.1,10746.96585,10746.96585,952.1341528,952.1341528,
,Draley Street Market,daily,05/09/2021,5219.26,5219.26,4794.489231,4794.489231,424.7707686,424.7707686,
,Draley Street Market,daily,06/09/2021,9025.98,9025.98,8291.398381,8291.398381,734.5816192,734.5816192,
,Draley Street Market,daily,06/09/2021,3381.77,3381.77,3105.814876,3105.814876,275.9551237,275.9551237,
,Draley Street Market,daily,07/09/2021,7785.37,7785.37,7150.077611,7150.077611,635.2923888,635.2923888,
,Draley Street Market,daily,08/09/2021,3210.03,3210.03,2948.780913,2948.780913,261.2490871,261.2490871,
,Draley Street Market,daily,09/09/2021,2445.36,2445.36,2246.34377,2246.34377,199.0162296,199.0162296,
,Draley Street Market,daily,10/09/2021,5564.09,5564.09,5111.255156,5111.255156,452.8348436,452.8348436,
,Draley Street Market,daily,11/09/2021,7174.32,7174.32,6590.436189,6590.436189,583.8838112,583.8838112,
,Draley Street Market,daily,12/09/2021,8657.32,8657.32,7952.741866,7952.741866,704.5781337,704.5781337,
,Draley Street Market,daily,13/09/2021,15896.6,15896.6,14599.42479,14599.42479,1297.175213,1297.175213,
,Draley Street Market,daily,13/09/2021,3279.29,3279.29,3011.697326,3011.697326,267.5926742,267.5926742,
,Draley Street Market,daily,14/09/2021,5786.99,5786.99,5316.014385,5316.014385,470.9756153,470.9756153,
,Draley Street Market,daily,15/09/2021,2705.42,2705.42,2485.238723,2485.238723,220.1812772,220.1812772,
